config_id,stack_id,component_id,component_type,config_name,config_json,component_listing,row_id,config_row_json,job_id,job_start_at,job_status
8625_kbc-us-east-1_keboola.ex-http_1227103730,kbc-us-east-1,keboola.ex-http,extractor,Account Opportunities Extraction,"{""parameters"":{""baseUrl"":""https:\/\/help.keboola.com""}}",public,8625_kbc-us-east-1_keboola.ex-http_1227103730_1227124034,"{""parameters"":{""path"":""tutorial\/opportunity.csv""},""processors"":{""after"":[{""definition"":{""component"":""keboola.processor-move-files""},""parameters"":{""direction"":""tables"",""folder"":""opportunity-csv""}},{""definition"":{""component"":""keboola.processor-create-manifest""},""parameters"":{""delimiter"":"","",""enclosure"":""\"""",""incremental"":false,""primary_key"":[],""columns_from"":""header""}},{""definition"":{""component"":""keboola.processor-skip-lines""},""parameters"":{""lines"":1}}]}}",1227131343_kbc-us-east-1,2025-02-12T16:02:08Z,success
8625_kbc-us-east-1_keboola.ex-http_1227103770,kbc-us-east-1,keboola.ex-http,extractor,Opportunity Data Extraction,"{""parameters"":{""baseUrl"":""https:\/\/help.keboola.com"",""path"":""\/tutorial\/opportunity.csv""}}",public,,,1227105678_kbc-us-east-1,2025-02-12T13:47:27Z,success
8625_kbc-us-east-1_keboola.ex-http_1227103843,kbc-us-east-1,keboola.ex-http,extractor,Extract User Data from CSV,"{""parameters"":{""baseUrl"":""https:\/\/help.keboola.com"",""path"":""\/tutorial\/user.csv""}}",public,,,1227105871_kbc-us-east-1,2025-02-12T13:49:34Z,success
8625_kbc-us-east-1_keboola.ex-http_1227104930,kbc-us-east-1,keboola.ex-http,extractor,User and Level Data Extraction,"{""parameters"":{""baseUrl"":""https:\/\/help.keboola.com\/tutorial"",""path"":""user.csv""}}",public,,,1227118579_kbc-us-east-1,2025-02-12T14:51:46Z,success
8625_kbc-us-east-1_keboola.ex-http_1227120451,kbc-us-east-1,keboola.ex-http,extractor,Level Data Extraction,"{""parameters"":{""baseUrl"":""https:\/\/help.keboola.com\/tutorial\/""}}",public,8625_kbc-us-east-1_keboola.ex-http_1227120451_1227120520,"{""parameters"":{""path"":""level.csv""}}",1227120528_kbc-us-east-1,2025-02-12T15:03:50Z,success
8625_kbc-us-east-1_keboola.ex-http_1227120717,kbc-us-east-1,keboola.ex-http,extractor,Level Data Extraction,"{""parameters"":{""baseUrl"":""https:\/\/help.keboola.com\/tutorial\/""}}",public,8625_kbc-us-east-1_keboola.ex-http_1227120717_1227120813,"{""parameters"":{""path"":""level.csv""}}",1227120816_kbc-us-east-1,2025-02-12T15:05:03Z,success
8625_kbc-us-east-1_keboola.ex-http_1227123315,kbc-us-east-1,keboola.ex-http,extractor,Opportunity Data Extraction,"{""parameters"":{""baseUrl"":""https:\/\/help.keboola.com"",""path"":""\/tutorial\/opportunity.csv""}}",public,,,1227123697_kbc-us-east-1,2025-02-12T15:16:33Z,success
8625_kbc-us-east-1_keboola.ex-http_1227127415,kbc-us-east-1,keboola.ex-http,extractor,User and Level Data Extraction,"{""parameters"":{""baseUrl"":""https:\/\/help.keboola.com""}}",public,8625_kbc-us-east-1_keboola.ex-http_1227127415_1227127602,"{""parameters"":{""path"":""\/tutorial\/user.csv""}}",1227127662_kbc-us-east-1,2025-02-12T15:43:00Z,success
8625_kbc-us-east-1_keboola.ex-http_1227127415,kbc-us-east-1,keboola.ex-http,extractor,User and Level Data Extraction,"{""parameters"":{""baseUrl"":""https:\/\/help.keboola.com""}}",public,8625_kbc-us-east-1_keboola.ex-http_1227127415_1227127641,"{""parameters"":{""path"":""\/tutorial\/level.csv""}}",1227127662_kbc-us-east-1,2025-02-12T15:43:00Z,success
8625_kbc-us-east-1_keboola.ex-http_1227138649,kbc-us-east-1,keboola.ex-http,extractor,Level Data Extraction,"{""parameters"":{""baseUrl"":""https:\/\/help.keboola.com""}}",public,8625_kbc-us-east-1_keboola.ex-http_1227138649_1227138654,"{""parameters"":{""path"":""tutorial\/level.csv""},""processors"":{""after"":[{""definition"":{""component"":""keboola.processor-move-files""},""parameters"":{""direction"":""tables"",""folder"":""level-csv""}},{""definition"":{""component"":""keboola.processor-create-manifest""},""parameters"":{""delimiter"":"","",""enclosure"":""\"""",""incremental"":false,""primary_key"":[],""columns_from"":""header""}},{""definition"":{""component"":""keboola.processor-skip-lines""},""parameters"":{""lines"":1}}]}}",1227138658_kbc-us-east-1,2025-02-12T17:01:04Z,success
8625_kbc-us-east-1_keboola.ex-http_1227180247,kbc-us-east-1,keboola.ex-http,extractor,Opportunity Data Extraction,"{""parameters"":{""baseUrl"":""https:\/\/help.keboola.com""}}",public,8625_kbc-us-east-1_keboola.ex-http_1227180247_1227181784,"{""parameters"":{""path"":""tutorial\/opportunity.csv""},""processors"":{""after"":[{""definition"":{""component"":""keboola.processor-move-files""},""parameters"":{""direction"":""tables"",""folder"":""opportunity-csv""}},{""definition"":{""component"":""keboola.processor-create-manifest""},""parameters"":{""delimiter"":"","",""enclosure"":""\"""",""incremental"":false,""primary_key"":[],""columns_from"":""header""}},{""definition"":{""component"":""keboola.processor-skip-lines""},""parameters"":{""lines"":1}}]}}",1227181785_kbc-us-east-1,2025-02-12T21:37:52Z,success
8625_kbc-us-east-1_keboola.ex-http_1230549078,kbc-us-east-1,keboola.ex-http,extractor,HTTP Extractor,"{""parameters"":{""baseUrl"":""https:\/\/help.keboola.com\/tutorial""}}",public,8625_kbc-us-east-1_keboola.ex-http_1230549078_1230549118,"{""parameters"":{""path"":""opportunity.csv""},""processors"":{""after"":[{""definition"":{""component"":""keboola.processor-move-files""},""parameters"":{""direction"":""tables"",""folder"":""opportunity""}},{""definition"":{""component"":""keboola.processor-create-manifest""},""parameters"":{""delimiter"":"","",""enclosure"":""\"""",""incremental"":false,""primary_key"":[],""columns_from"":""header""}},{""definition"":{""component"":""keboola.processor-skip-lines""},""parameters"":{""lines"":1}}]}}",1230549135_kbc-us-east-1,2025-02-27T08:24:47Z,success
8625_kbc-us-east-1_keboola.ex-http_1230549926,kbc-us-east-1,keboola.ex-http,extractor,HTTP Extractor,"{""parameters"":{""baseUrl"":""https:\/\/help.keboola.com\/tutorial\/""}}",public,8625_kbc-us-east-1_keboola.ex-http_1230549926_1230550020,"{""parameters"":{""path"":""opportunity.csv""},""processors"":{""after"":[{""definition"":{""component"":""keboola.processor-move-files""},""parameters"":{""direction"":""tables"",""folder"":""opportunity""}},{""definition"":{""component"":""keboola.processor-create-manifest""},""parameters"":{""delimiter"":"","",""enclosure"":""\"""",""incremental"":false,""primary_key"":[],""columns_from"":""header""}},{""definition"":{""component"":""keboola.processor-skip-lines""},""parameters"":{""lines"":1}}]}}",1230550039_kbc-us-east-1,2025-02-27T08:32:51Z,success
8625_kbc-us-east-1_keboola.ex-http_1232564254,kbc-us-east-1,keboola.ex-http,extractor,HTTP API,"{""parameters"":{""baseUrl"":""https:\/\/help.keboola.com\/tutorial\/""}}",public,8625_kbc-us-east-1_keboola.ex-http_1232564254_1232565124,"{""parameters"":{""path"":""opportunity.csv""},""processors"":{""after"":[{""definition"":{""component"":""keboola.processor-move-files""},""parameters"":{""direction"":""tables"",""folder"":""opportunity-csv""}},{""definition"":{""component"":""keboola.processor-create-manifest""},""parameters"":{""delimiter"":"","",""enclosure"":""\"""",""incremental"":false,""primary_key"":[],""columns_from"":""header""}},{""definition"":{""component"":""keboola.processor-skip-lines""},""parameters"":{""lines"":1}}]}}",1232565154_kbc-us-east-1,2025-03-07T11:15:07Z,success
8625_kbc-us-east-1_keboola.ex-http_1244507422,kbc-us-east-1,keboola.ex-http,extractor,Opportunity CSV Download,"{""parameters"":{""baseUrl"":""https:\/\/help.keboola.com""},""runtime"":{""uiMode"":""default""}}",public,8625_kbc-us-east-1_keboola.ex-http_1244507422_1244507443,"{""parameters"":{""path"":""\/tutorial\/opportunity.csv""},""processors"":{""after"":[{""definition"":{""component"":""keboola.processor-move-files""},""parameters"":{""direction"":""tables"",""folder"":""opportunity-data""}},{""definition"":{""component"":""keboola.processor-create-manifest""},""parameters"":{""delimiter"":"","",""enclosure"":""\"""",""incremental"":false,""primary_key"":[],""columns_from"":""header""}},{""definition"":{""component"":""keboola.processor-skip-lines""},""parameters"":{""lines"":1}}]}}",1244508068_kbc-us-east-1,2025-04-29T23:03:43Z,success
